A,R,S,H,B,W,F
24567,1678,140458,23364,33786,485,12563
3753,249,0,0,2714,24,170
2816,0,10250,967,4231,0,742
14316,1552,130028,10871,27445,275,11167
4076,313,0,0,0,0,7
8390,37,106819,12295,45773,6,7851
12632,2117,58875,4594,15833,62,9290
10775,0,0,0,0,0,0
13138,441,8375,624,1283,96,166
10111,563,44477,2122,12632,69,3664
18468,1958,30431,2518,11896,533,2399
6686,913,29026,7357,2022,185,0
3518,762,5291,914,303,177,219
22612,3382,0,0,0,563,0
7864,0,60616,5046,11055,0,0
11420,1270,45473,8565,6153,227,2860
16249,2238,8081,675,1610,282,1434
9007,0,60913,0,9828,0,0
6317,447,44498,125,33013,54,308
13558,2924,126347,14394,47241,249,14821
0,0,0,0,0,0,0
8381,1396,31363,3021,4170,284,453
2169,147,5478,478,1648,32,0
2068,242,17393,1143,5787,2,3275
6559,248,9755,1772,4361,0,2515
6338,0,22407,4242,5696,0,2100
18283,2855,42966,780,6714,150,995
3855,714,15410,340,2652,138,638
12613,796,43075,3714,27879,61,3665
5529,0,12684,1575,6824,0,0
6627,231,31681,204,16198,47,2124
10537,0,50746,11068,0,38,1394
7334,645,32349,5891,14354,125,156
11829,158,59697,3970,24725,17,5850
8567,170,30946,3574,0,37,1852
10175,972,0,0,0,94,1824
23239,1739,94724,14189,12982,353,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
5225,252,7434,380,1927,31,533
5612,361,33933,4478,0,87,1045
7253,582,39404,7183,19074,158,4969
7885,1734,85811,0,19439,61,0
12316,2524,40995,0,26796,341,9087
17968,321,38645,239,11263,53,1774
0,0,0,0,0,0,0
22876,3187,117242,22683,0,64,990
2658,413,12060,1598,2814,0,0
0,0,0,0,0,0,0
6557,585,0,377,0,147,40
20759,700,133540,23895,40380,56,747
6794,1064,51300,5989,13520,305,7503
1481,0,6011,535,2369,0,248
14002,1346,54310,8267,14232,0,0
17816,0,57978,6959,21635,0,5029
19181,1367,48293,2978,3067,132,3082
247,8,419,51,30,0,14
12054,294,65682,905,8667,48,2694
22187,2313,84950,7958,31133,715,0
6993,490,0,0,0,24,0
11261,1671,61907,2066,18528,349,3216
2814,0,22623,0,0,5,0
14006,576,33289,2697,0,93,1308
20335,769,25987,2125,10628,235,2512
4428,893,9425,297,6680,138,382
0,0,0,0,0,0,0
12487,0,21225,3487,3303,0,672
1107,189,0,0,0,12,0
4231,768,4346,378,0,73,98
0,0,0,0,0,0,0
792,105,3528,613,696,1,139
0,0,0,0,0,0,0
16210,0,20847,7474,0,56,1497
6388,1092,16669,2025,7267,87,374
6546,465,0,0,0,133,0
9541,201,25650,2291,7588,12,591
0,0,0,0,0,0,0
6164,105,25918,0,10411,0,150
4403,694,618,107,95,173,171
6030,805,9238,1270,4702,0,931
3488,713,0,0,0,0,49
1934,221,0,0,0,18,265
2897,294,22065,5932,12899,43,1920
10250,625,14856,126,7784,111,351
16762,3706,76107,0,29454,0,6274
0,0,0,0,0,0,0
1723,156,733,86,98,40,21
0,0,0,0,0,0,0
3943,4,31501,2583,2663,0,2080
5409,403,3214,382,1039,35,336
15953,1497,30944,264,926,357,967
19369,1646,122059,0,17896,15,0
17896,2670,90215,6368,0,176,2986
5576,0,6929,758,0,0,202
18158,2384,42542,6441,15624,654,10219
19962,0,69580,0,0,0,0
5422,995,1382,131,332,80,282
11517,523,40041,1478,26342,58,2436
0,0,0,0,0,0,0
9121,1084,52434,6894,25344,9,1447
6248,1254,40694,1110,1991,189,1602
169,40,24,4,3,12,24
13960,806,64763,11757,10058,131,0
8886,1822,50131,4745,26891,0,0
10092,224,63575,8083,34291,16,7303
13617,1755,14255,4023,7209,7,2707
0,0,0,0,0,0,0
2870,232,0,0,0,17,0
0,0,0,0,0,0,0
14717,997,83665,15235,13300,241,0
0,0,0,0,0,0,0
10776,2107,28090,71,9781,117,1486
0,0,0,0,0,0,0
2109,245,4080,0,2586,40,424
10592,746,79815,8396,7933,147,2704
11290,1577,16792,1226,2197,0,847
10799,1468,87598,0,25353,110,4209
5882,0,16134,0,1755,0,13
8271,1662,20560,3773,4252,267,3133
11678,1712,69178,5940,4321,0,3679
13587,0,11467,2945,2233,0,269
3142,236,0,0,0,121,31
11766,3077,64739,0,38572,375,8093
5370,340,0,6,200,0,119
7518,565,31048,4611,10856,92,3405
16249,0,92987,3451,0,0,0
7170,1079,20016,16,5005,368,1823
14056,663,19140,257,4971,73,0
4808,943,20198,4623,3674,0,844
1110,0,0,0,0,0,0
6721,0,20060,5220,6657,0,683
11247,1214,0,0,0,101,0
2255,16,13735,3607,6376,1,1724
17538,2621,103951,16089,27864,459,8426
4653,86,25035,0,4194,22,0
10702,2351,97167,10010,39196,519,2232
10613,976,47818,11495,28939,0,0
750,77,0,0,0,20,0
14152,954,12385,1422,11916,10,899
5996,226,36291,4085,13866,57,695
25811,0,59317,8741,24488,0,123
14316,1026,35060,1416,15435,197,192
7798,1055,1629,367,347,237,860
18563,5115,37168,4061,10137,1085,331
9531,1855,12535,384,0,336,1682
0,0,0,0,0,0,0
12103,1694,48077,1093,19557,242,5920
0,0,0,0,0,0,0
1550,380,7392,1871,4714,109,1207
7288,495,14588,2554,3720,186,1273
15750,0,65973,12923,16877,0,14367
13456,2330,50528,8307,11989,584,5796
10714,1879,0,0,0,0,408
7692,1200,35880,8419,0,236,3298
14114,1446,0,0,0,467,0
13624,1560,23755,1929,9357,111,0
6087,951,31755,6445,4432,251,2404
0,0,0,0,0,0,0
314,62,1327,77,846,2,108
13120,0,0,0,0,0,0
14346,1440,24472,1423,12757,271,483
10546,1798,0,0,0,471,0
0,0,0,0,0,0,0
15310,1298,85164,19402,54214,355,5900
6412,409,4965,0,1808,12,604
13112,1166,60575,5610,45208,145,221
6675,1612,15579,2248,6394,97,573
5015,246,9175,0,2204,24,476
5401,693,2578,133,667,177,553
6479,1367,0,0,0,210,0
11323,615,1734,272,102,29,4
15327,4003,107445,12612,41847,210,7021
10385,46,7088,602,307,6,153
13921,1611,49914,6990,0,243,2414
11740,0,26506,511,0,0,7
9545,232,38694,4902,3556,44,3637
3598,0,18524,4281,5879,0,907
5858,649,48112,1994,4251,40,0
301,0,1330,212,394,0,0
14457,616,72680,0,24173,0,0
2362,200,6891,489,912,44,1142
21564,2951,102866,13515,38468,518,0
3664,211,23662,3545,10072,0,0
9805,363,37129,6274,0,48,2372
8307,1797,29691,4065,20449,479,0
7739,1140,25598,140,3668,341,1290
22922,2815,95075,12625,9970,0,5937
5539,1320,2803,728,1729,0,784
1499,8,13409,2560,1972,2,1172
9316,515,75274,8002,10021,77,1094
0,0,0,0,0,0,0
15467,13,79289,8927,8187,1,7097
7665,1388,33287,2833,7533,106,3064
9406,2234,3971,432,1959,554,0
3018,0,17124,1674,949,0,729
11648,680,51861,11638,16012,183,0
7306,524,6627,1240,0,4,521
2331,422,8801,1079,2031,0,239
25502,1841,65170,6632,19641,408,0
13329,1834,62332,4835,11553,494,6961
11079,656,34552,2765,7626,51,2437
1508,0,0,0,0,0,0
0,0,0,0,0,0,0
1591,121,1750,26,912,31,261
22924,345,102554,11890,4261,60,0
7478,159,7396,0,1543,12,121
4812,452,29070,6481,590,40,1618
3816,405,19406,423,0,58,0
7515,440,0,0,0,115,0
5766,192,47076,1916,11786,64,3810
13944,0,13961,2295,3433,0,217
0,0,0,0,0,0,0
11128,1930,79815,0,12522,0,556
3302,418,7433,891,379,104,729
6971,0,0,0,0,0,0
3095,133,88,16,19,3,0
7502,2029,0,0,0,286,0
5017,581,0,0,0,0,0
8018,846,34651,4932,28758,30,8817
0,0,0,0,0,0,0
101,14,418,1,0,4,4
5956,216,42325,4990,15042,44,2253
238,24,1397,0,0,10,0
12419,0,62716,9792,20548,0,407
11469,0,70745,1599,18592,0,720
1168,204,3897,0,0,3,0
10264,1095,19734,1036,1998,160,740
2557,606,1165,28,97,0,451
5178,414,33830,2477,10157,51,1869
0,0,0,0,0,0,0
6698,0,26443,1134,7027,0,1068
13838,2148,65166,13138,35407,326,11040
15472,2687,30743,5177,11618,0,313
22075,1020,50616,9099,32031,137,8972
15152,958,91654,18820,19056,153,11726
0,0,0,0,0,0,0
4800,0,35497,4955,2964,0,2975
10584,245,0,0,0,0,0
0,0,0,0,0,0,0
12580,449,45554,10720,18369,113,10
7062,1321,8510,2084,1441,404,2152
0,0,0,0,0,0,0
3405,598,9416,872,2695,86,286
3003,290,15959,2484,0,0,615
6030,750,38974,8774,15843,219,2554
9503,1534,33220,8497,8770,0,1196
7770,1082,88761,10542,15121,104,0
4195,627,24294,6300,7943,83,1323
12139,1396,32030,4489,15966,112,0
19094,1696,37947,5640,9046,29,2711
0,0,0,0,0,0,0
1343,45,3487,498,1258,8,505
11984,1351,16425,3428,738,315,1342
19963,2220,85133,1752,38048,428,0
10592,991,34963,2863,8695,71,3442
0,0,0,0,0,0,0
18426,910,0,0,0,180,0
3047,235,9328,0,2758,26,274
0,0,0,0,0,0,0
13579,4332,38947,3041,4705,1206,6050
1506,296,7671,0,849,57,137
3438,231,8900,1571,3547,8,1222
1001,0,7382,430,4607,0,0
7564,227,58467,0,6146,45,63
7333,260,42876,10707,20542,44,3733
9582,258,19678,79,5587,7,1140
19275,0,0,1144,0,0,0
0,0,0,0,0,0,0
9984,302,0,0,0,98,0
17132,2414,115767,11449,12553,169,10735
8297,0,6491,334,415,0,0
5713,30,9123,1795,127,0,260
14089,623,27746,3065,17956,48,341
12884,882,31059,3538,0,4,111
9893,1011,13179,0,155,319,0
2734,75,8537,98,2325,0,495
24419,2856,94336,23218,37400,439,2277
10082,505,71889,2478,12298,129,2731
10278,0,40414,0,25148,0,1671
0,0,0,0,0,0,0
13930,2880,75402,7983,19984,74,4434
0,0,0,0,0,0,0
7240,136,33210,0,0,4,0
13453,1132,59658,5608,0,25,0
7265,1019,16923,2867,2347,240,1868
8086,820,6104,805,2252,58,1642
10270,564,66856,5394,3567,122,1801
0,0,0,0,0,0,0
7703,960,52871,8753,0,0,1176
3977,679,7568,652,1758,206,184
9863,825,51929,13296,4685,67,5133
4173,0,12779,1614,2316,0,309
13307,685,37722,10034,12203,63,3986
10263,0,69978,8084,47476,0,3699
8854,870,0,0,0,0,133
3321,0,3079,569,359,0,0
6190,552,28067,2917,12520,199,4233
11106,0,0,0,0,0,0
4585,46,16279,2495,1175,7,740
0,0,0,0,0,0,0
0,0,0,0,0,0,0
18035,3719,164620,4658,39309,411,8595
0,0,0,0,0,0,0
26521,3817,88705,448,16236,1271,3374
7530,449,33386,4293,0,90,311
5005,0,23441,0,917,0,0
8423,965,64915,1828,22798,213,0
5205,333,33846,1119,0,47,463
0,0,0,0,0,0,0
0,0,0,0,0,0,0
7316,250,59320,331,14987,51,2011
17281,3523,75090,0,5541,306,834
0,0,0,0,0,0,0
11265,590,35044,947,6273,16,0
5305,0,4893,212,857,0,235
6190,867,0,754,0,91,0
7065,97,35377,2902,2658,5,0
12895,904,59532,6053,22209,150,6094
0,0,0,0,0,0,0
4277,675,21505,3274,7891,183,2068
9198,1060,19931,312,5331,0,0
8061,1468,69300,7778,23455,0,4114
5263,722,34362,0,4521,106,1615
7854,0,0,0,0,0,0
0,0,0,0,0,0,0
2834,121,14794,268,4060,29,970
9254,2268,31982,193,7524,295,2551
9513,2122,19434,295,4902,308,1562
11404,157,17532,2844,603,20,18
16234,1927,116924,0,0,6,0
7839,810,24811,7271,6360,151,1430
0,0,0,0,0,0,0
8247,1937,49659,10394,2024,382,6725
7980,1222,30232,4847,12906,144,5266
1948,0,6969,1147,654,0,0
5408,353,42323,0,19499,19,610
229,24,90,16,75,5,0
6286,400,25372,2646,5484,57,304
0,0,0,0,0,0,0
11555,0,78947,14729,40193,18,7755
5203,713,26205,4621,7434,0,1742
4057,91,0,403,0,23,0
0,0,0,0,0,0,0
2795,11,8590,0,3507,2,346
12268,294,78346,22575,37429,44,12504
0,0,0,0,0,0,0
11132,0,18360,2969,3714,0,839
122,19,388,0,286,0,0
21140,2109,108030,1674,7507,114,3543
13421,1769,45567,3755,3998,238,3053
14091,3259,0,86,0,432,1287
11429,1028,0,0,0,141,3
10827,919,36900,5143,16760,100,7364
8805,353,36606,8831,13814,9,4278
13738,473,34658,3775,14461,128,1482
13453,952,42850,3319,0,19,1307
11917,549,69893,300,30240,51,7617
1057,60,1582,50,1056,11,239
5977,172,39520,8853,10388,23,2527
10259,895,85223,0,33312,0,2120
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6775,1025,40923,0,12769,0,1792
10515,264,30949,3800,567,24,845
2886,611,8258,1138,0,121,16
0,0,0,0,0,0,0
3787,0,3390,274,0,0,0
0,0,0,0,0,0,0
13834,2095,19645,2320,883,700,0
4792,0,0,0,0,0,0
9400,0,61886,0,8120,0,0
14091,1723,0,0,0,449,0
16251,1787,16284,2838,9085,399,716
0,0,0,0,0,0,0
5924,648,17827,0,3420,0,92
15687,0,29107,3699,10712,58,1924
21916,1872,71506,16147,28114,62,11131
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8774,40,0,0,0,6,0
0,0,0,0,0,0,0
15852,1740,46806,751,21729,292,1175
0,0,0,0,0,0,0
15157,2372,85798,18590,75335,832,26462
16904,3410,19488,4548,3173,1158,5152
7836,1290,0,20,0,57,0
23877,2441,83032,9635,19019,43,11873
12123,1120,59113,93,163,164,41
8330,409,23950,4949,13930,143,84
0,0,0,0,0,0,0
18429,2762,76103,833,0,475,1159
24,2,55,2,9,0,5
2424,340,18213,5120,1575,65,0
11127,575,40132,5782,25646,0,8525
9295,1106,3313,454,1093,226,964
3195,620,0,0,0,0,297
3402,371,16895,37,3336,81,821
7153,880,0,0,0,192,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
165,9,253,14,27,0,15
7316,557,15272,607,7398,35,2737
452,92,1047,72,419,10,46
534,99,184,38,60,27,1
24426,2097,6968,734,2890,507,1720
5082,285,17006,277,2935,8,338
0,0,0,0,0,0,0
3523,304,12626,459,2037,89,1457
724,0,2281,213,1094,0,90
8556,1472,41815,2036,17735,0,1187
22925,5167,30667,5105,4687,0,4146
0,0,0,0,0,0,0
15486,1726,0,0,2447,340,1492
2367,167,11444,552,1257,0,642
0,0,0,0,0,0,0
6795,1395,0,0,0,177,0
0,0,0,0,0,0,0
16867,2733,183690,14418,24006,0,7218
4328,357,19398,6043,8301,2,5533
0,0,0,0,0,0,0
21045,1050,118925,9449,32946,439,599
11835,1366,82936,0,5880,0,346
0,0,0,0,0,0,0
0,0,0,0,0,0,0
11069,2618,30807,4462,0,1059,0
3930,548,18840,0,2246,149,0
4432,917,0,0,0,142,0
6640,59,17917,4753,8014,4,3518
5593,292,36965,10234,28371,11,3484
20959,0,121830,22126,29464,0,0
5778,868,950,199,222,30,71
3772,485,24445,2708,4914,149,0
10273,1359,66731,0,8062,59,1129
20645,1276,123014,0,19796,110,0
2075,44,0,0,0,10,29
6846,699,79166,4712,7585,32,0
3392,333,13194,916,0,28,638
7668,299,47329,0,9675,77,0
7038,902,55277,0,13528,165,0
8342,31,6322,650,3618,3,768
0,0,0,0,0,0,0
10170,48,0,0,3233,8,0
16880,2492,0,0,0,143,1975
14869,0,33047,1439,21874,0,2896
12534,2239,18144,3525,7228,413,0
3981,687,18793,1472,1416,56,1073
5400,311,13004,0,0,0,0
1452,47,4686,5,1458,8,292
11335,1776,49588,5471,0,340,635
0,0,0,0,0,0,0
11131,0,100180,1200,0,0,174
8316,547,4573,0,828,162,377
7164,131,38804,10832,15540,3,7873
9697,226,4743,0,3848,20,364
8079,477,20712,3685,3523,116,2614
0,0,0,0,0,0,0
13457,3449,79969,17717,9073,660,6380
0,0,0,0,0,0,0
12901,0,38428,783,713,0,0
6759,698,18199,2411,6936,121,4178
13744,786,0,0,0,0,286
14060,2326,15202,950,7233,465,3830
5589,644,35276,2420,2573,55,420
11818,407,49000,0,13158,36,1207
18810,1262,47208,0,17055,177,2085
0,0,0,0,0,0,0
21564,4146,59514,6827,171,1100,8912
1229,149,4495,1120,456,13,1214
16219,670,69440,10366,22388,13,5453
0,0,0,0,0,0,0
15690,1594,10501,1838,2388,31,859
548,79,0,0,0,6,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10824,1433,37350,5240,16991,151,3775
17528,334,101969,9581,41433,0,13881
6313,0,26739,221,72,0,0
3808,28,0,0,1878,0,23
8803,0,31830,4534,472,0,2434
12666,1792,61812,6215,16629,222,2858
13305,400,0,779,0,43,0
12700,1709,0,675,0,178,586
3375,55,8705,1424,4862,1,1262
174,6,512,67,135,1,68
8633,1452,48432,6383,16614,154,0
17365,1394,36204,4717,10153,446,4457
0,0,0,0,0,0,0
4735,516,18607,153,5273,17,1874
13922,668,35796,6561,9626,55,4548
5485,882,36061,6750,0,113,1838
5859,243,33672,7504,28705,8,3409
13449,596,14814,784,0,82,338
20107,6611,126096,40587,65369,1277,26217
12163,1033,41607,0,15709,0,2056
15709,1763,0,0,0,493,0
2614,174,0,0,0,32,13
8354,0,62223,7827,14054,0,5112
6355,467,39241,1260,11803,0,580
3451,307,18084,0,6350,85,39
14840,0,120043,24480,54044,0,2150
9618,1490,47377,7933,20886,127,5586
0,0,0,0,0,0,0
2721,319,4806,0,2689,80,76
13533,1229,83931,12738,18806,0,9420
4700,578,30420,5392,2909,12,0
9034,802,8907,0,5356,204,756
10124,1112,85203,12069,47760,44,12375
1558,0,7286,244,509,0,123
499,0,3921,316,1915,0,416
1821,0,9965,1529,4007,0,584
12184,110,21751,1455,4945,23,2091
1730,140,3664,60,415,0,0
929,127,2456,129,757,6,146
3740,95,22570,2977,7191,4,2127
8752,2253,0,0,0,423,581
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10142,857,44722,4235,21361,100,3062
7601,1280,24856,4840,6906,280,1655
0,0,0,0,0,0,0
8817,777,31479,2114,5859,68,1258
20436,2745,121726,0,46697,319,6135
3214,59,10329,582,1551,15,421
18827,0,46461,2122,12863,20,2389
9286,92,0,0,1543,6,0
0,0,0,0,0,0,0
6180,379,0,0,3,40,254
8820,378,15377,3889,3549,60,1772
6052,316,0,0,0,76,0
8802,0,0,0,0,0,0
0,0,0,0,0,0,0
3608,304,23055,2193,6275,42,0
15087,1801,83314,11459,27535,163,4040
16316,2521,100791,7619,0,303,1867
3396,998,2130,120,315,167,376
43,8,424,27,14,0,14
11408,0,81922,14743,5747,0,4830
14477,3466,65844,1675,36120,488,1654
8203,0,37443,0,22470,0,1855
11166,1240,0,0,0,99,158
7401,1033,2069,195,419,230,459
5270,335,2910,532,980,48,219
9717,430,21667,2663,0,47,86
13898,1567,0,0,9524,628,1701
11733,255,0,0,0,37,0
20198,1608,81361,13607,50586,98,17594
6469,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
5793,73,29527,5279,8074,3,513
19653,3515,73541,9664,52657,0,0
12181,1693,0,0,0,75,499
7431,0,65977,10361,19396,0,4893
19491,2937,16626,1820,3586,160,0
14026,148,53082,4549,6205,42,0
5927,174,13765,1266,2964,0,1168
0,0,0,0,0,0,0
0,0,0,0,0,0,0
12609,1102,42871,9940,7145,5,1256
0,0,0,0,0,0,0
14110,992,85075,8594,11605,96,8183
4164,338,21474,0,6361,0,913
7596,0,42172,0,0,0,0
744,0,1118,0,683,0,52
9804,699,60261,496,31115,97,2966
16531,2475,40511,6244,2670,397,0
16761,1738,12574,3140,495,0,647
9324,1068,69025,7916,12000,0,5629
2601,588,3282,393,970,112,261
6885,0,24381,3737,6703,0,1371
8742,0,0,0,0,0,0
16416,1538,0,0,0,55,315
6402,327,18841,1127,6215,13,181
2124,379,8798,0,1876,84,187
9342,17,37538,8014,0,3,1816
0,0,0,0,0,0,0
16771,2523,19972,1697,0,638,673
15322,2681,71058,0,43344,250,0
4848,730,1814,0,705,45,147
17394,2076,0,0,0,145,909
0,0,0,0,0,0,0
571,0,967,34,203,0,20
6663,516,13924,2712,842,89,1721
11355,380,28730,4854,5284,121,2671
8660,1291,54855,2772,26323,0,2198
7744,102,32397,4805,0,8,661
5119,119,18881,1861,6444,16,2172
10032,0,22478,4457,3770,0,3684
6559,728,6041,499,1682,27,791
4591,657,0,0,0,22,0
10164,1175,0,286,0,180,226
5860,335,0,0,363,7,0
6874,888,42879,3229,0,38,352
5887,891,3298,326,1248,0,288
8967,841,24360,0,325,323,0
17606,0,2572,248,855,0,54
5906,184,24935,1641,13921,0,1476
8794,550,38410,6406,866,59,3730
5796,0,19097,969,6183,0,2818
15820,833,1137,114,482,97,633
6882,598,0,0,0,126,0
7667,308,23941,4468,0,79,1314
14619,1653,62998,11684,30216,65,11701
12514,1707,0,0,0,294,1091
7368,110,28231,3281,8408,5,1478
4536,0,27041,5435,8213,0,2330
0,0,0,0,0,0,0
0,0,0,0,0,0,0
11704,492,41614,0,24658,6,2619
15265,1105,4786,465,694,0,410
11390,2172,54304,4748,18256,330,6148
8413,497,66151,9959,37600,33,9000
13002,1270,9896,0,196,142,313
10658,184,67717,8442,11522,13,252
9253,410,14416,209,2914,43,530
13524,1414,45113,5437,7830,0,6925
16510,1977,95960,8201,17390,675,9279
2419,326,3400,409,2403,76,626
10066,931,21366,2358,5042,0,3488
5293,0,0,0,0,8,0
8245,969,58261,7264,19895,62,1797
2651,273,19244,0,0,42,258
2259,119,2511,101,361,0,200
11873,226,49577,2616,8941,18,1948
9554,1017,23650,3581,4260,285,2733
7001,636,29355,0,5200,59,380
18092,1461,0,0,3420,0,2524
15344,2421,47926,0,6236,193,2551
18635,4433,22133,2392,0,735,1069
13697,1897,49716,0,18086,448,4055
10402,814,39971,7566,17487,0,9680
8820,701,32707,0,28,200,462
0,0,0,0,0,0,0
22014,1999,96996,7272,4547,147,1116
11048,0,80362,0,19916,0,0
23046,4569,21517,3463,12350,0,2614
5779,0,5374,916,2667,0,0
8990,0,29650,0,13381,0,51
9031,361,49660,3031,21443,36,6464
8592,1162,50178,6177,13348,0,1594
21984,0,0,0,0,0,0
8701,791,20794,0,3159,0,134
8906,1704,59773,0,19379,307,0
22596,2135,105995,25913,60902,188,15616
0,0,0,0,0,0,0
4026,391,0,0,0,0,0
6705,0,43443,5746,0,0,990
0,0,0,0,0,0,0
8403,711,40534,1808,5088,238,794
0,0,0,0,0,0,0
24783,3174,260647,33894,137077,740,37583
22813,0,0,0,0,0,0
12845,2011,22828,1636,10070,0,0
20040,2327,0,3552,0,342,0
9137,652,15611,457,7718,194,1742
5722,146,0,0,0,4,0
8003,692,52199,15445,0,45,3934
1963,0,1524,72,224,0,0
14153,51,0,0,0,1,0
13384,2338,0,0,0,226,0
21037,1716,79559,0,66496,294,8100
0,0,0,0,0,0,0
3959,440,13208,3456,5286,0,2198
6402,860,40477,10048,17251,226,1988
9676,1334,92359,2896,0,0,2385
32586,6638,57636,0,3094,0,1253
15158,1574,32399,0,8654,0,0
0,0,0,0,0,0,0
214,17,1751,248,598,4,333
1155,154,2445,367,0,21,107
14004,1363,122637,20235,24570,151,1519
1049,168,1029,110,0,0,48
15241,2344,70640,0,0,0,0
14026,1847,108356,0,8149,517,968
0,0,0,0,0,0,0
62,7,48,10,13,0,12
8566,0,12893,0,4709,0,196
22381,3468,137227,0,52200,569,2470
10031,0,50215,0,15769,0,875
12995,1417,52218,0,14019,182,980
8421,1584,30071,2240,5462,253,3870
1262,65,6057,633,4054,0,233
0,0,0,0,0,0,0
2758,96,0,0,0,22,0
1500,160,1950,0,594,0,0
14125,1537,87255,0,17392,218,0
1730,154,0,319,0,16,303
15789,2433,138881,3911,0,556,965
8240,917,12395,1754,2822,163,754
0,0,0,0,0,0,0
13022,0,21724,1751,4626,1,2027
2352,222,21220,4860,1209,0,205
11307,3471,27057,4484,17643,614,1940
2774,195,21661,667,4824,12,0
23070,2314,69265,0,1185,0,0
2138,231,2526,19,730,13,345
2145,0,13115,1385,7153,0,1548
16341,1446,59324,7916,25172,296,15879
4243,472,4834,387,3355,93,561
7304,899,11142,1079,5974,317,1154
12687,717,62660,0,8404,64,496
7345,0,40763,806,0,0,146
32792,3055,50312,1419,0,91,1958
13772,404,40129,5265,444,34,1238
6775,0,53606,0,15823,0,0
510,33,2195,0,1122,2,203
0,0,0,0,0,0,0
4905,203,38645,3403,20978,42,5183
17618,1335,148286,0,53687,362,417
14188,1950,0,0,0,174,0
0,0,0,0,0,0,0
15285,206,104351,12741,32782,0,9352
12419,826,0,0,0,170,0
18528,0,0,0,2177,0,0
3638,238,11610,0,4085,28,329
4222,836,7361,1155,3060,0,205
18135,836,56990,7379,15074,147,7163
0,0,0,0,0,0,0
25007,4740,124750,15279,36638,1868,20298
164,2,292,58,103,0,31
3521,302,27256,1475,5213,86,1243
778,32,4667,0,2007,0,23
5080,438,25756,5185,635,38,2910
14266,1284,37707,5001,21646,0,953
9676,1438,34409,4231,9374,112,4754
0,0,0,0,0,0,0
6220,634,0,0,0,53,69
0,0,0,0,0,0,0
5125,0,31069,4879,0,0,712
0,0,0,0,0,0,0
0,0,0,0,0,0,0
15050,2298,81428,9038,17968,420,2
27302,3482,31108,3388,6744,895,2679
2063,0,1373,343,0,0,25
13470,729,22696,3551,0,97,1176
0,0,0,0,0,0,0
13597,438,74751,17376,38623,134,19461
2952,21,15211,2203,5849,4,80
6337,254,34697,5479,9274,72,2976
7084,268,28273,2386,13974,60,3393
11703,965,54731,5223,40350,1,1757
13395,2062,47901,4003,20109,0,923
25268,0,13743,1034,4635,0,0
8264,96,34302,1737,11200,1,1276
14790,3967,87872,2733,22434,39,2049
9820,666,67632,12574,36254,56,4567
0,0,0,0,0,0,0
4549,982,26659,4455,871,116,2055
9805,209,29599,5300,14534,32,5356
13281,1784,0,0,0,756,0
6547,1018,35628,6437,5542,134,2734
9534,922,29070,3175,13487,0,3270
7897,464,18748,2192,5209,56,602
6825,411,45285,3937,2884,108,160
1842,280,4400,403,2627,15,239
666,56,3138,501,1728,14,340
2385,90,19498,0,0,5,0
2932,278,10046,0,1403,35,143
15959,992,3077,113,0,158,829
20718,460,0,0,0,83,0
7499,1172,25547,1660,0,0,164
11772,1127,0,0,0,110,0
4165,102,18685,950,8280,28,0
12237,0,0,447,0,0,0
0,0,0,0,0,0,0
11582,2675,17282,2906,11750,0,0
